time_msc;open;sma;current_delta;forecast_delta
2024-05-20 13:49:10;129080;129087,1429;-0,714285714;0
2024-05-20 13:49:15;129085;129087,1429;0;-0,357142857
2024-05-20 13:49:20;129080;129086,7857;-0,357142857;-1,071428571
2024-05-20 13:49:25;129075;129085,7143;-1,071428571;-2,142857143
2024-05-20 13:49:30;129070;129083,5714;-2,142857143;-1,071428571
2024-05-20 13:49:35;129075;129082,5;-1,071428571;-0,714285714
2024-05-20 13:49:40;129075;129081,7857;-0,714285714;-0,357142857
2024-05-20 13:49:45;129080;129081,4286;-0,357142857;-0,714285714
2024-05-20 13:49:50;129075;129080,7143;-0,714285714;-0,357142857
2024-05-20 13:49:55;129080;129080,3571;-0,357142857;-0,714285714
2024-05-20 13:50:00;129075;129079,6429;-0,714285714;-2,142857143
2024-05-20 13:50:05;129070;129077,5;-2,142857143;-0,714285714
2024-05-20 13:50:10;129080;129076,7857;-0,714285714;0,357142857
2024-05-20 13:50:15;129080;129077,1429;0,357142857;0,357142857
2024-05-20 13:50:20;129085;129077,5;0,357142857;-0,714285714
2024-05-20 13:50:25;129075;129076,7857;-0,714285714;0
2024-05-20 13:50:30;129080;129076,7857;0;0
2024-05-20 13:50:35;129075;129076,7857;0;0
2024-05-20 13:50:40;129070;129076,7857;0;0,357142857
2024-05-20 13:50:45;129080;129077,1429;0,357142857;0
2024-05-20 13:50:50;129075;129077,1429;0;-0,357142857
2024-05-20 13:50:55;129075;129076,7857;-0,357142857;0,357142857
2024-05-20 13:51:00;129080;129077,1429;0,357142857;1,071428571
2024-05-20 13:51:05;129095;129078,2143;1,071428571;1,428571429
2024-05-20 13:51:10;129095;129079,6429;1,428571429;1,428571429
2024-05-20 13:51:15;129090;129081,0714;1,428571429;0,714285714
2024-05-20 13:51:20;129090;129081,7857;0,714285714;0,714285714
2024-05-20 13:51:25;129090;129082,5;0,714285714;0,714285714
2024-05-20 13:51:30;129095;129083,2143;0,714285714;1,428571429
2024-05-20 13:51:35;129095;129084,6429;1,428571429;1,785714286
2024-05-20 13:51:40;129105;129086,4286;1,785714286;2,142857143
2024-05-20 13:51:45;129105;129088,5714;2,142857143;2,142857143
2024-05-20 13:51:50;129100;129090,7143;2,142857143;1,428571429
2024-05-20 13:51:55;129100;129092,1429;1,428571429;0,714285714
2024-05-20 13:52:00;129085;129092,8571;0,714285714;-0,357142857
2024-05-20 13:52:05;129070;129092,5;-0,357142857;-0,714285714
2024-05-20 13:52:10;129070;129091,7857;-0,714285714;-1,785714286
2024-05-20 13:52:15;129070;129090;-1,785714286;-2,142857143
2024-05-20 13:52:20;129065;129087,8571;-2,142857143;-1,428571429
2024-05-20 13:52:25;129070;129086,4286;-1,428571429;-2,142857143
2024-05-20 13:52:30;129060;129084,2857;-2,142857143;-2,5
2024-05-20 13:52:35;129055;129081,7857;-2,5;-2,5
2024-05-20 13:52:40;129060;129079,2857;-2,5;-2,5
2024-05-20 13:52:45;129060;129076,7857;-2,5;-3,214285714
2024-05-20 13:52:50;129060;129073,5714;-3,214285714;-3,214285714
2024-05-20 13:52:55;129060;129070,3571;-3,214285714;-2,5
2024-05-20 13:53:00;129065;129067,8571;-2,5;-1,785714286
2024-05-20 13:53:05;129075;129066,0714;-1,785714286;-0,357142857
2024-05-20 13:53:10;129080;129065,7143;-0,357142857;0
2024-05-20 13:53:15;129070;129065,7143;0;1,071428571
2024-05-20 13:53:20;129085;129066,7857;1,071428571;1,785714286
2024-05-20 13:53:25;129095;129068,5714;1,785714286;1,428571429
2024-05-20 13:53:30;129085;129070;1,428571429;1,071428571
2024-05-20 13:53:35;129085;129071,0714;1,071428571;1,785714286
2024-05-20 13:53:40;129085;129072,8571;1,785714286;2,5
2024-05-20 13:53:45;129090;129075,3571;2,5;1,785714286
2024-05-20 13:53:50;129085;129077,1429;1,785714286;2,142857143
2024-05-20 13:53:55;129090;129079,2857;2,142857143;1,071428571
2024-05-20 13:54:00;129075;129080,3571;1,071428571;1,071428571
2024-05-20 13:54:05;129075;129081,4286;1,071428571;0
2024-05-20 13:54:10;129065;129081,4286;0;0,357142857
2024-05-20 13:54:15;129080;129081,7857;0,357142857;-0,357142857
2024-05-20 13:54:20;129075;129081,4286;-0,357142857;0
2024-05-20 13:54:25;129070;129081,4286;0;-1,785714286
2024-05-20 13:54:30;129060;129079,6429;-1,785714286;-1,785714286
2024-05-20 13:54:35;129070;129077,8571;-1,785714286;-0,714285714
2024-05-20 13:54:40;129075;129077,1429;-0,714285714;-1,071428571
2024-05-20 13:54:45;129070;129076,0714;-1,071428571;-1,071428571
2024-05-20 13:54:50;129070;129075;-1,071428571;-0,357142857
2024-05-20 13:54:55;129085;129074,6429;-0,357142857;0
2024-05-20 13:55:00;129085;129074,6429;0;0
2024-05-20 13:55:05;129090;129074,6429;0;1,428571429
2024-05-20 13:55:10;129095;129076,0714;1,428571429;1,428571429
2024-05-20 13:55:15;129095;129077,5;1,428571429;2,142857143
2024-05-20 13:55:20;129095;129079,6429;2,142857143;1,071428571
2024-05-20 13:55:25;129095;129080,7143;1,071428571;1,785714286
2024-05-20 13:55:30;129100;129082,5;1,785714286;1,428571429
2024-05-20 13:55:35;129090;129083,9286;1,428571429;2,5
2024-05-20 13:55:40;129095;129086,4286;2,5;1,785714286
2024-05-20 13:55:45;129095;129088,2143;1,785714286;2,5
2024-05-20 13:55:50;129110;129090,7143;2,5;2,5
2024-05-20 13:55:55;129105;129093,2143;2,5;1,785714286
2024-05-20 13:56:00;129095;129095;1,785714286;1,428571429
2024-05-20 13:56:05;129105;129096,4286;1,428571429;1,071428571
2024-05-20 13:56:10;129100;129097,5;1,071428571;1,428571429
2024-05-20 13:56:15;129110;129098,9286;1,428571429;1,071428571
2024-05-20 13:56:20;129110;129100;1,071428571;0,714285714
2024-05-20 13:56:25;129105;129100,7143;0,714285714;1,428571429
2024-05-20 13:56:30;129115;129102,1429;1,428571429;1,428571429
2024-05-20 13:56:35;129115;129103,5714;1,428571429;1,071428571
2024-05-20 13:56:40;129115;129104,6429;1,071428571;1,785714286
2024-05-20 13:56:45;129115;129106,4286;1,785714286;2,142857143
2024-05-20 13:56:50;129125;129108,5714;2,142857143;2,142857143
2024-05-20 13:56:55;129125;129110,7143;2,142857143;0,357142857
2024-05-20 13:57:00;129115;129111,0714;0,357142857;0,357142857
2024-05-20 13:57:05;129110;129111,4286;0,357142857;1,071428571
2024-05-20 13:57:10;129110;129112,5;1,071428571;0,357142857
2024-05-20 13:57:15;129110;129112,8571;0,357142857;0
2024-05-20 13:57:20;129100;129112,8571;0;-1,071428571
2024-05-20 13:57:25;129095;129111,7857;-1,071428571;-1,428571429
2024-05-20 13:57:30;129090;129110,3571;-1,428571429;-1,071428571
2024-05-20 13:57:35;129090;129109,2857;-1,071428571;-1,071428571
2024-05-20 13:57:40;129100;129108,2143;-1,071428571;-1,428571429
2024-05-20 13:57:45;129095;129106,7857;-1,428571429;-1,071428571
2024-05-20 13:57:50;129100;129105,7143;-1,071428571;-0,714285714
2024-05-20 13:57:55;129105;129105;-0,714285714;-0,714285714
2024-05-20 13:58:00;129115;129104,2857;-0,714285714;0,357142857
2024-05-20 13:58:05;129130;129104,6429;0,357142857;0
2024-05-20 13:58:10;129115;129104,6429;0;-0,357142857
2024-05-20 13:58:15;129105;129104,2857;-0,357142857;-0,714285714
2024-05-20 13:58:20;129100;129103,5714;-0,714285714;-0,714285714
2024-05-20 13:58:25;129100;129102,8571;-0,714285714;0,357142857
2024-05-20 13:58:30;129105;129103,2143;0,357142857;0,714285714
2024-05-20 13:58:35;129105;129103,9286;0,714285714;0,714285714
2024-05-20 13:58:40;129100;129104,6429;0,714285714;0,714285714
2024-05-20 13:58:45;129100;129105,3571;0,714285714;0
2024-05-20 13:58:50;129100;129105,3571;0;0,714285714
2024-05-20 13:58:55;129105;129106,0714;0,714285714;0,714285714
2024-05-20 13:59:00;129110;129106,7857;0,714285714;-0,357142857
2024-05-20 13:59:05;129100;129106,4286;-0,357142857;-1,428571429
2024-05-20 13:59:10;129095;129105;-1,428571429;-1,785714286
2024-05-20 13:59:15;129105;129103,2143;-1,785714286;-0,714285714
2024-05-20 13:59:20;129105;129102,5;-0,714285714;0
2024-05-20 13:59:25;129105;129102,5;0;0,357142857
2024-05-20 13:59:30;129105;129102,8571;0,357142857;-0,357142857
2024-05-20 13:59:35;129095;129102,5;-0,357142857;-0,714285714
2024-05-20 13:59:40;129095;129101,7857;-0,714285714;-0,357142857
2024-05-20 13:59:45;129100;129101,4286;-0,357142857;0,357142857
2024-05-20 13:59:50;129105;129101,7857;0,357142857;0
2024-05-20 13:59:55;129100;129101,7857;0;0
2024-05-20 14:00:00;129100;129101,7857;0;-0,714285714
2024-05-20 14:00:05;129095;129101,0714;-0,714285714;0
2024-05-20 14:00:10;129110;129101,0714;0;0,357142857
2024-05-20 14:00:15;129105;129101,4286;0,357142857;0
2024-05-20 14:00:20;129095;129101,4286;0;-0,714285714
2024-05-20 14:00:25;129095;129100,7143;-0,714285714;-1,428571429
2024-05-20 14:00:30;129085;129099,2857;-1,428571429;-1,428571429
2024-05-20 14:00:35;129085;129097,8571;-1,428571429;-1,071428571
2024-05-20 14:00:40;129090;129096,7857;-1,071428571;-1,071428571
2024-05-20 14:00:45;129080;129095,7143;-1,071428571;-1,071428571
2024-05-20 14:00:50;129080;129094,6429;-1,071428571;-1,071428571
2024-05-20 14:00:55;129085;129093,5714;-1,071428571;-1,785714286
2024-05-20 14:01:00;129080;129091,7857;-1,785714286;-1,785714286
2024-05-20 14:01:05;129075;129090;-1,785714286;-2,142857143
2024-05-20 14:01:10;129070;129087,8571;-2,142857143;-1,428571429
2024-05-20 14:01:15;129075;129086,4286;-1,428571429;-2,5
2024-05-20 14:01:20;129075;129083,9286;-2,5;-2,142857143
2024-05-20 14:01:25;129075;129081,7857;-2,142857143;-1,428571429
2024-05-20 14:01:30;129075;129080,3571;-1,428571429;-1,071428571
2024-05-20 14:01:35;129080;129079,2857;-1,071428571;0
2024-05-20 14:01:40;129085;129079,2857;0;0,357142857
2024-05-20 14:01:45;129090;129079,6429;0,357142857;-0,357142857
2024-05-20 14:01:50;129085;129079,2857;-0,357142857;0,714285714
2024-05-20 14:01:55;129090;129080;0,714285714;0,357142857
2024-05-20 14:02:00;129085;129080,3571;0,357142857;0,714285714
2024-05-20 14:02:05;129095;129081,0714;0,714285714;0,714285714
2024-05-20 14:02:10;129090;129081,7857;0,714285714;1,071428571
2024-05-20 14:02:15;129090;129082,8571;1,071428571;1,428571429
2024-05-20 14:02:20;129090;129084,2857;1,428571429;1,785714286
2024-05-20 14:02:25;129100;129086,0714;1,785714286;2,5
2024-05-20 14:02:30;129110;129088,5714;2,5;2,5
2024-05-20 14:02:35;129110;129091,0714;2,5;2,142857143
2024-05-20 14:02:40;129105;129093,2143;2,142857143;1,428571429
2024-05-20 14:02:45;129100;129094,6429;1,428571429;1,071428571
2024-05-20 14:02:50;129100;129095,7143;1,071428571;0,714285714
2024-05-20 14:02:55;129100;129096,4286;0,714285714;0,714285714
2024-05-20 14:03:00;129095;129097,1429;0,714285714;0,357142857
2024-05-20 14:03:05;129095;129097,5;0,357142857;0,357142857
2024-05-20 14:03:10;129090;129097,8571;0,357142857;0
2024-05-20 14:03:15;129095;129097,8571;0;0
2024-05-20 14:03:20;129090;129097,8571;0;1,071428571
2024-05-20 14:03:25;129105;129098,9286;1,071428571;1,071428571
2024-05-20 14:03:30;129105;129100;1,071428571;0
2024-05-20 14:03:35;129100;129100;0;-0,714285714
2024-05-20 14:03:40;129100;129099,2857;-0,714285714;-0,714285714
2024-05-20 14:03:45;129100;129098,5714;-0,714285714;-0,714285714
2024-05-20 14:03:50;129095;129097,8571;-0,714285714;-0,714285714
2024-05-20 14:03:55;129090;129097,1429;-0,714285714;-0,357142857
2024-05-20 14:04:00;129095;129096,7857;-0,357142857;-0,357142857
2024-05-20 14:04:05;129095;129096,4286;-0,357142857;0
2024-05-20 14:04:10;129095;129096,4286;0;-0,357142857
2024-05-20 14:04:15;129090;129096,0714;-0,357142857;0,357142857
2024-05-20 14:04:20;129095;129096,4286;0,357142857;0,357142857
2024-05-20 14:04:25;129100;129096,7857;0,357142857;0,357142857
2024-05-20 14:04:30;129095;129097,1429;0,357142857;0
2024-05-20 14:04:35;129105;129097,1429;0;0,357142857
2024-05-20 14:04:40;129110;129097,5;0,357142857;0,714285714
2024-05-20 14:04:45;129110;129098,2143;0,714285714;0,357142857
2024-05-20 14:04:50;129105;129098,5714;0,357142857;0,357142857
2024-05-20 14:04:55;129105;129098,9286;0,357142857;1,071428571
2024-05-20 14:05:00;129110;129100;1,071428571;1,428571429
2024-05-20 14:05:05;129110;129101,4286;1,428571429;1,428571429
2024-05-20 14:05:10;129115;129102,8571;1,428571429;1,071428571
2024-05-20 14:05:15;129110;129103,9286;1,071428571;1,071428571
2024-05-20 14:05:20;129110;129105;1,071428571;0,714285714
2024-05-20 14:05:25;129100;129105,7143;0,714285714;0,357142857
2024-05-20 14:05:30;129100;129106,0714;0,357142857;-0,357142857
2024-05-20 14:05:35;129095;129105,7143;-0,357142857;0
2024-05-20 14:05:40;129095;129105,7143;0;-0,714285714
2024-05-20 14:05:45;129095;129105;-0,714285714;-0,357142857
2024-05-20 14:05:50;129105;129104,6429;-0,357142857;-0,357142857
2024-05-20 14:05:55;129105;129104,2857;-0,357142857;-0,714285714
2024-05-20 14:06:00;129095;129103,5714;-0,714285714;-0,714285714
2024-05-20 14:06:05;129095;129102,8571;-0,714285714;-1,785714286
2024-05-20 14:06:10;129085;129101,0714;-1,785714286;-2,5
2024-05-20 14:06:15;129075;129098,5714;-2,5;-2,857142857
2024-05-20 14:06:20;129075;129095,7143;-2,857142857;-2,5
2024-05-20 14:06:25;129075;129093,2143;-2,5;-2,142857143
2024-05-20 14:06:30;129080;129091,0714;-2,142857143;-1,428571429
2024-05-20 14:06:35;129080;129089,6429;-1,428571429;-0,714285714
2024-05-20 14:06:40;129090;129088,9286;-0,714285714;-1,071428571
2024-05-20 14:06:45;129080;129087,8571;-1,071428571;-1,071428571
2024-05-20 14:06:50;129080;129086,7857;-1,071428571;-0,714285714
2024-05-20 14:06:55;129085;129086,0714;-0,714285714;-1,428571429
2024-05-20 14:07:00;129085;129084,6429;-1,428571429;-1,785714286
2024-05-20 14:07:05;129080;129082,8571;-1,785714286;-1,428571429
2024-05-20 14:07:10;129075;129081,4286;-1,428571429;-0,357142857
2024-05-20 14:07:15;129090;129081,0714;-0,357142857;0,357142857
2024-05-20 14:07:20;129090;129081,4286;0,357142857;1,428571429
2024-05-20 14:07:25;129095;129082,8571;1,428571429;1,428571429
2024-05-20 14:07:30;129095;129084,2857;1,428571429;0,714285714
2024-05-20 14:07:35;129085;129085;0,714285714;0,714285714
2024-05-20 14:07:40;129090;129085,7143;0,714285714;0,357142857
2024-05-20 14:07:45;129085;129086,0714;0,357142857;-1,071428571
2024-05-20 14:07:50;129075;129085;-1,071428571;-0,357142857
2024-05-20 14:07:55;129075;129084,6429;-0,357142857;0
2024-05-20 14:08:00;129080;129084,6429;0;-1,428571429
2024-05-20 14:08:05;129065;129083,2143;-1,428571429;-1,428571429
2024-05-20 14:08:10;129065;129081,7857;-1,428571429;-0,714285714
2024-05-20 14:08:15;129070;129081,0714;-0,714285714;-0,357142857
2024-05-20 14:08:20;129070;129080,7143;-0,357142857;-1,785714286
2024-05-20 14:08:25;129065;129078,9286;-1,785714286;-3,571428571
2024-05-20 14:08:30;129040;129075,3571;-3,571428571;-4,285714286
2024-05-20 14:08:35;129035;129071,0714;-4,285714286;-3,214285714
2024-05-20 14:08:40;129050;129067,8571;-3,214285714;-2,5
2024-05-20 14:08:45;129050;129065,3571;-2,5;-2,142857143
2024-05-20 14:08:50;129060;129063,2143;-2,142857143;-2,142857143
2024-05-20 14:08:55;129055;129061,0714;-2,142857143;-1,428571429
2024-05-20 14:09:00;129055;129059,6429;-1,428571429;-1,785714286
2024-05-20 14:09:05;129050;129057,8571;-1,785714286;-1,785714286
2024-05-20 14:09:10;129055;129056,0714;-1,785714286;-0,714285714
2024-05-20 14:09:15;129055;129055,3571;-0,714285714;-0,714285714
2024-05-20 14:09:20;129055;129054,6429;-0,714285714;-0,714285714
2024-05-20 14:09:25;129060;129053,9286;-0,714285714;-1,428571429
2024-05-20 14:09:30;129050;129052,5;-1,428571429;-0,714285714
2024-05-20 14:09:35;129055;129051,7857;-0,714285714;0,357142857
2024-05-20 14:09:40;129045;129052,1429;0,357142857;0,714285714
2024-05-20 14:09:45;129045;129052,8571;0,714285714;-0,357142857
2024-05-20 14:09:50;129045;129052,5;-0,357142857;-0,714285714
2024-05-20 14:09:55;129040;129051,7857;-0,714285714;-0,714285714
2024-05-20 14:10:00;129050;129051,0714;-0,714285714;-1,785714286
2024-05-20 14:10:05;129030;129049,2857;-1,785714286;-1,785714286
2024-05-20 14:10:10;129030;129047,5;-1,785714286;-1,071428571
2024-05-20 14:10:15;129035;129046,4286;-1,071428571;-1,071428571
2024-05-20 14:10:20;129040;129045,3571;-1,071428571;-1,071428571
2024-05-20 14:10:25;129040;129044,2857;-1,071428571;-1,428571429
2024-05-20 14:10:30;129035;129042,8571;-1,428571429;-1,428571429
2024-05-20 14:10:35;129040;129041,4286;-1,428571429;-0,714285714
2024-05-20 14:10:40;129040;129040,7143;-0,714285714;0
2024-05-20 14:10:45;129055;129040,7143;0;0
2024-05-20 14:10:50;129045;129040,7143;0;0
2024-05-20 14:10:55;129045;129040,7143;0;-0,357142857
2024-05-20 14:11:00;129040;129040,3571;-0,357142857;0
2024-05-20 14:11:05;129040;129040,3571;0;0,714285714
2024-05-20 14:11:10;129060;129041,0714;0,714285714;2,142857143
2024-05-20 14:11:15;129060;129043,2143;2,142857143;1,785714286
2024-05-20 14:11:20;129055;129045;1,785714286;1,428571429
2024-05-20 14:11:25;129055;129046,4286;1,428571429;1,071428571
2024-05-20 14:11:30;129055;129047,5;1,071428571;0,714285714
2024-05-20 14:11:35;129050;129048,2143;0,714285714;1,428571429
2024-05-20 14:11:40;129055;129049,6429;1,428571429;0
2024-05-20 14:11:45;129040;129049,6429;0;0,714285714
2024-05-20 14:11:50;129050;129050,3571;0,714285714;-1,071428571
2024-05-20 14:11:55;129040;129049,2857;-1,071428571;-0,357142857
2024-05-20 14:12:00;129040;129048,9286;-0,357142857;-0,357142857
2024-05-20 14:12:05;129040;129048,5714;-0,357142857;0,357142857
2024-05-20 14:12:10;129045;129048,9286;0,357142857;0,357142857
2024-05-20 14:12:15;129045;129049,2857;0,357142857;-1,428571429
2024-05-20 14:12:20;129040;129047,8571;-1,428571429;-1,071428571
2024-05-20 14:12:25;129045;129046,7857;-1,071428571;-1,071428571
2024-05-20 14:12:30;129040;129045,7143;-1,071428571;-2,142857143
2024-05-20 14:12:35;129025;129043,5714;-2,142857143;-2,5
2024-05-20 14:12:40;129020;129041,0714;-2,5;-2,142857143
2024-05-20 14:12:45;129020;129038,9286;-2,142857143;-2,5
2024-05-20 14:12:50;129020;129036,4286;-2,5;-1,428571429
2024-05-20 14:12:55;129020;129035;-1,428571429;-2,5
2024-05-20 14:13:00;129015;129032,5;-2,5;-1,428571429
2024-05-20 14:13:05;129020;129031,0714;-1,428571429;-1,428571429
2024-05-20 14:13:10;129020;129029,6429;-1,428571429;-1,428571429
2024-05-20 14:13:15;129020;129028,2143;-1,428571429;-2,857142857
2024-05-20 14:13:20;129005;129025,3571;-2,857142857;-2,5
2024-05-20 14:13:25;129010;129022,8571;-2,5;-2,857142857
2024-05-20 14:13:30;129000;129020;-2,857142857;-2,857142857
2024-05-20 14:13:35;129005;129017,1429;-2,857142857;-3,214285714
2024-05-20 14:13:40;128995;129013,9286;-3,214285714;-2,142857143
2024-05-20 14:13:45;128995;129011,7857;-2,142857143;-2,142857143
2024-05-20 14:13:50;128990;129009,6429;-2,142857143;-2,142857143
2024-05-20 14:13:55;128990;129007,5;-2,142857143;-2,142857143
2024-05-20 14:14:00;128990;129005,3571;-2,142857143;-2,5
2024-05-20 14:14:05;128985;129002,8571;-2,5;-2,5
2024-05-20 14:14:10;128980;129000,3571;-2,5;-2,857142857
2024-05-20 14:14:15;128980;128997,5;-2,857142857;-2,5
2024-05-20 14:14:20;128985;128995;-2,5;-1,785714286
2024-05-20 14:14:25;128995;128993,2143;-1,785714286;-1,428571429
2024-05-20 14:14:30;128985;128991,7857;-1,428571429;-1,428571429
2024-05-20 14:14:35;128990;128990,3571;-1,428571429;0
2024-05-20 14:14:40;129000;128990,3571;0;0
2024-05-20 14:14:45;129005;128990,3571;0;0,714285714
2024-05-20 14:14:50;129005;128991,0714;0,714285714;0,357142857
2024-05-20 14:14:55;129000;128991,4286;0,357142857;0
2024-05-20 14:15:00;128990;128991,4286;0;0
2024-05-20 14:15:05;128990;128991,4286;0;1,071428571
2024-05-20 14:15:10;129005;128992,5;1,071428571;1,428571429
2024-05-20 14:15:15;129005;128993,9286;1,428571429;1,785714286
2024-05-20 14:15:20;129005;128995,7143;1,785714286;1,428571429
2024-05-20 14:15:25;129000;128997,1429;1,428571429;1,071428571
2024-05-20 14:15:30;129000;128998,2143;1,071428571;1,785714286
2024-05-20 14:15:35;129020;129000;1,785714286;2,142857143
2024-05-20 14:15:40;129015;129002,1429;2,142857143;1,428571429
2024-05-20 14:15:45;129010;129003,5714;1,428571429;0,714285714
2024-05-20 14:15:50;129010;129004,2857;0,714285714;0,357142857
2024-05-20 14:15:55;129010;129004,6429;0,357142857;0,714285714
2024-05-20 14:16:00;129015;129005,3571;0,714285714;0,714285714
2024-05-20 14:16:05;129010;129006,0714;0,714285714;1,428571429
2024-05-20 14:16:10;129010;129007,5;1,428571429;0,714285714
2024-05-20 14:16:15;129000;129008,2143;0,714285714;0,357142857
2024-05-20 14:16:20;129010;129008,5714;0,357142857;0
2024-05-20 14:16:25;129005;129008,5714;0;-0,714285714
2024-05-20 14:16:30;128995;129007,8571;-0,714285714;-0,357142857
2024-05-20 14:16:35;128995;129007,5;-0,357142857;-0,357142857
2024-05-20 14:16:40;128995;129007,1429;-0,357142857;-1,785714286
2024-05-20 14:16:45;128995;129005,3571;-1,785714286;-1,785714286
2024-05-20 14:16:50;128990;129003,5714;-1,785714286;-0,357142857
2024-05-20 14:16:55;129005;129003,2143;-0,357142857;-1,428571429
2024-05-20 14:17:00;128990;129001,7857;-1,428571429;-1,428571429
2024-05-20 14:17:05;128990;129000,3571;-1,428571429;-1,785714286
2024-05-20 14:17:10;128990;128998,5714;-1,785714286;0,357142857
2024-05-20 14:17:15;129015;128998,9286;0,357142857;0
2024-05-20 14:17:20;129010;128998,9286;0;0,357142857
2024-05-20 14:17:25;129005;128999,2857;0,357142857;-1,071428571
2024-05-20 14:17:30;128995;128998,2143;-1,071428571;-1,071428571
2024-05-20 14:17:35;128990;128997,1429;-1,071428571;-0,357142857
2024-05-20 14:17:40;128990;128996,7857;-0,357142857;-1,071428571
2024-05-20 14:17:45;128980;128995,7143;-1,071428571;-0,357142857
2024-05-20 14:17:50;128990;128995,3571;-0,357142857;0,357142857
2024-05-20 14:17:55;129000;128995,7143;0,357142857;0,357142857
2024-05-20 14:18:00;128995;128996,0714;0,357142857;-1,071428571
2024-05-20 14:18:05;128990;128995;-1,071428571;-0,357142857
2024-05-20 14:18:10;128985;128994,6429;-0,357142857;-0,357142857
2024-05-20 14:18:15;128985;128994,2857;-0,357142857;-0,714285714
2024-05-20 14:18:20;128980;128993,5714;-0,714285714;-2,5
2024-05-20 14:18:25;128980;128991,0714;-2,5;-2,142857143
2024-05-20 14:18:30;128980;128988,9286;-2,142857143;-1,785714286
2024-05-20 14:18:35;128980;128987,1429;-1,785714286;-1,071428571
2024-05-20 14:18:40;128980;128986,0714;-1,071428571;-0,714285714
2024-05-20 14:18:45;128980;128985,3571;-0,714285714;-0,357142857
2024-05-20 14:18:50;128985;128985;-0,357142857;0
2024-05-20 14:18:55;128980;128985;0;-0,357142857
2024-05-20 14:19:00;128985;128984,6429;-0,357142857;-0,714285714
2024-05-20 14:19:05;128990;128983,9286;-0,714285714;-0,714285714
2024-05-20 14:19:10;128985;128983,2143;-0,714285714;-0,357142857
2024-05-20 14:19:15;128985;128982,8571;-0,357142857;0
2024-05-20 14:19:20;128985;128982,8571;0;0
2024-05-20 14:19:25;128985;128982,8571;0;1,428571429
2024-05-20 14:19:30;129000;128984,2857;1,428571429;1,428571429
2024-05-20 14:19:35;129000;128985,7143;1,428571429;2,5
2024-05-20 14:19:40;129015;128988,2143;2,5;2,142857143
2024-05-20 14:19:45;129010;128990,3571;2,142857143;2,142857143
2024-05-20 14:19:50;129010;128992,5;2,142857143;2,142857143
2024-05-20 14:19:55;129010;128994,6429;2,142857143;1,785714286
2024-05-20 14:20:00;129010;128996,4286;1,785714286;1,785714286
2024-05-20 14:20:05;129005;128998,2143;1,785714286;1,785714286
2024-05-20 14:20:10;129010;129000;1,785714286;1,071428571
2024-05-20 14:20:15;129005;129001,0714;1,071428571;1,428571429
2024-05-20 14:20:20;129005;129002,5;1,428571429;2,142857143
2024-05-20 14:20:25;129015;129004,6429;2,142857143;2,142857143
2024-05-20 14:20:30;129015;129006,7857;2,142857143;1,785714286
2024-05-20 14:20:35;129010;129008,5714;1,785714286;0
2024-05-20 14:20:40;129000;129008,5714;0;0
2024-05-20 14:20:45;129000;129008,5714;0;-1,428571429
2024-05-20 14:20:50;128995;129007,1429;-1,428571429;-1,785714286
2024-05-20 14:20:55;128985;129005,3571;-1,785714286;-1,428571429
2024-05-20 14:21:00;128990;129003,9286;-1,428571429;-0,714285714
2024-05-20 14:21:05;129000;129003,2143;-0,714285714;-0,714285714
2024-05-20 14:21:10;129000;129002,5;-0,714285714;-0,714285714
2024-05-20 14:21:15;128995;129001,7857;-0,714285714;-1,428571429
2024-05-20 14:21:20;128990;129000,3571;-1,428571429;-1,071428571
2024-05-20 14:21:25;128990;128999,2857;-1,071428571;-1,071428571
2024-05-20 14:21:30;128990;128998,2143;-1,071428571;-1,785714286
2024-05-20 14:21:35;128990;128996,4286;-1,785714286;-1,785714286
2024-05-20 14:21:40;128990;128994,6429;-1,785714286;-2,142857143
2024-05-20 14:21:45;128980;128992,5;-2,142857143;-1,428571429
2024-05-20 14:21:50;128980;128991,0714;-1,428571429;-1,785714286
2024-05-20 14:21:55;128975;128989,2857;-1,785714286;-1,071428571
2024-05-20 14:22:00;128980;128988,2143;-1,071428571;-0,714285714
2024-05-20 14:22:05;128975;128987,5;-0,714285714;-0,714285714
2024-05-20 14:22:10;128980;128986,7857;-0,714285714;-1,428571429
2024-05-20 14:22:15;128980;128985,3571;-1,428571429;-2,857142857
2024-05-20 14:22:20;128960;128982,5;-2,857142857;-2,857142857
2024-05-20 14:22:25;128955;128979,6429;-2,857142857;-2,142857143
2024-05-20 14:22:30;128960;128977,5;-2,142857143;-2,142857143
2024-05-20 14:22:35;128960;128975,3571;-2,142857143;-2,5
2024-05-20 14:22:40;128955;128972,8571;-2,5;-2,857142857
2024-05-20 14:22:45;128950;128970;-2,857142857;-2,5
2024-05-20 14:22:50;128955;128967,5;-2,5;-1,785714286
2024-05-20 14:22:55;128955;128965,7143;-1,785714286;-1,428571429
2024-05-20 14:23:00;128960;128964,2857;-1,428571429;-0,357142857
2024-05-20 14:23:05;128970;128963,9286;-0,357142857;-1,071428571
2024-05-20 14:23:10;128965;128962,8571;-1,071428571;-1,071428571
2024-05-20 14:23:15;128960;128961,7857;-1,071428571;-1,428571429
2024-05-20 14:23:20;128960;128960,3571;-1,428571429;-1,071428571
2024-05-20 14:23:25;128965;128959,2857;-1,071428571;-0,357142857
2024-05-20 14:23:30;128955;128958,9286;-0,357142857;-0,357142857
2024-05-20 14:23:35;128950;128958,5714;-0,357142857;-0,357142857
